evidence_id,run_id,turn_index,decision_id,player_id,decision_type,chosen_action,event_seq_start,event_seq_end,action_path,decision_path,prompt_path,response_path,quality_response_path,snapshot_path,review_path,citation_status
mock-24591-46c1eb90-review-000099,mock-24591-46c1eb90,40,mock-24591-46c1eb90-dec-000099,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,703,707,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000099_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000099_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000099_response.txt,run/state/turn_0040.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000100,mock-24591-46c1eb90,40,mock-24591-46c1eb90-dec-000100,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,708,712,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000100_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000100_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000100_response.txt,run/state/turn_0040.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000101,mock-24591-46c1eb90,40,mock-24591-46c1eb90-dec-000101,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,end_turn,713,716,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000101_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000101_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000101_response.txt,run/state/turn_0040.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000102,mock-24591-46c1eb90,41,mock-24591-46c1eb90-dec-000102,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,724,727,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000102_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000102_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000102_response.txt,run/state/turn_0041.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000103,mock-24591-46c1eb90,42,mock-24591-46c1eb90-dec-000103,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,propose_trade,734,738,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000103_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000103_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000103_response.txt,run/state/turn_0042.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000104,mock-24591-46c1eb90,42,mock-24591-46c1eb90-dec-000104,Gemini 3.5 Flash,TRADE_RESPONSE_DECISION,counter_trade,739,743,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000104_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000104_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000104_response.txt,run/state/turn_0042.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000105,mock-24591-46c1eb90,42,mock-24591-46c1eb90-dec-000105,OpenAI GPT 5.4 mini,TRADE_RESPONSE_DECISION,counter_trade,744,748,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000105_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000105_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000105_response.txt,run/state/turn_0042.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000106,mock-24591-46c1eb90,42,mock-24591-46c1eb90-dec-000106,Gemini 3.5 Flash,TRADE_RESPONSE_DECISION,reject_trade,749,753,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000106_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000106_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000106_response.txt,run/state/turn_0042.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000107,mock-24591-46c1eb90,42,mock-24591-46c1eb90-dec-000107,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,end_turn,754,757,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000107_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000107_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000107_response.txt,run/state/turn_0042.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000108,mock-24591-46c1eb90,43,mock-24591-46c1eb90-dec-000108,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,765,768,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000108_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000108_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000108_response.txt,run/state/turn_0043.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000109,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000109,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,773,777,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000109_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000109_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000109_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000110,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000110,OpenAI GPT 5.4 mini,TRADE_RESPONSE_DECISION,counter_trade,778,782,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000110_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000110_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000110_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000111,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000111,Gemini 3.5 Flash,TRADE_RESPONSE_DECISION,counter_trade,783,787,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000111_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000111_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000111_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000112,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000112,OpenAI GPT 5.4 mini,TRADE_RESPONSE_DECISION,counter_trade,788,792,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000112_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000112_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000112_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000113,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000113,Gemini 3.5 Flash,TRADE_RESPONSE_DECISION,counter_trade,793,797,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000113_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000113_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000113_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000114,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000114,OpenAI GPT 5.4 mini,TRADE_RESPONSE_DECISION,accept_trade,798,806,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000114_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000114_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000114_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000115,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000115,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,807,811,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000115_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000115_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000115_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000116,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000116,Claude Haiku 4.5,TRADE_RESPONSE_DECISION,reject_trade,812,816,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000116_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000116_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000116_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000117,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000117,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,817,821,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000117_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000117_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000117_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000118,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000118,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,822,826,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000118_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000118_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000118_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000119,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000119,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,827,831,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000119_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000119_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000119_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000120,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000120,Claude Haiku 4.5,TRADE_RESPONSE_DECISION,reject_trade,832,836,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000120_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000120_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000120_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000121,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000121,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,837,841,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000121_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000121_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000121_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000122,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000122,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,842,846,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000122_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000122_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000122_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000123,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000123,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,847,851,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000123_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000123_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000123_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000124,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000124,Grok 4.3,TRADE_RESPONSE_DECISION,accept_trade,852,860,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000124_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000124_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000124_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000125,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000125,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,build_houses_or_hotel,861,867,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000125_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000125_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000125_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000126,mock-24591-46c1eb90,44,mock-24591-46c1eb90-dec-000126,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,end_turn,868,871,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000126_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000126_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000126_response.txt,run/state/turn_0044.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000127,mock-24591-46c1eb90,45,mock-24591-46c1eb90-dec-000127,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,878,881,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000127_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000127_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000127_response.txt,run/state/turn_0045.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000128,mock-24591-46c1eb90,46,mock-24591-46c1eb90-dec-000128,OpenAI GPT 5.4 mini,BUY_OR_AUCTION_DECISION,buy_property,886,891,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000128_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000128_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000128_response.txt,run/state/turn_0046.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000129,mock-24591-46c1eb90,46,mock-24591-46c1eb90-dec-000129,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,end_turn,892,895,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000129_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000129_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000129_response.txt,run/state/turn_0046.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000130,mock-24591-46c1eb90,47,mock-24591-46c1eb90-dec-000130,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,904,907,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000130_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000130_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000130_response.txt,run/state/turn_0047.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000131,mock-24591-46c1eb90,48,mock-24591-46c1eb90-dec-000131,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,end_turn,912,915,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000131_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000131_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000131_response.txt,run/state/turn_0048.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000132,mock-24591-46c1eb90,49,mock-24591-46c1eb90-dec-000132,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,923,926,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000132_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000132_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000132_response.txt,run/state/turn_0049.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000133,mock-24591-46c1eb90,50,mock-24591-46c1eb90-dec-000133,OpenAI GPT 5.4 mini,BUY_OR_AUCTION_DECISION,buy_property,931,936,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000133_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000133_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000133_response.txt,run/state/turn_0050.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000134,mock-24591-46c1eb90,50,mock-24591-46c1eb90-dec-000134,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,end_turn,937,940,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000134_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000134_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000134_response.txt,run/state/turn_0050.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000135,mock-24591-46c1eb90,51,mock-24591-46c1eb90-dec-000135,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,945,948,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000135_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000135_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000135_response.txt,run/state/turn_0051.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000136,mock-24591-46c1eb90,52,mock-24591-46c1eb90-dec-000136,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,953,957,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000136_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000136_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000136_response.txt,run/state/turn_0052.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000137,mock-24591-46c1eb90,52,mock-24591-46c1eb90-dec-000137,Claude Haiku 4.5,TRADE_RESPONSE_DECISION,reject_trade,958,962,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000137_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000137_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000137_response.txt,run/state/turn_0052.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000138,mock-24591-46c1eb90,52,mock-24591-46c1eb90-dec-000138,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,963,967,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000138_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000138_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000138_response.txt,run/state/turn_0052.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000139,mock-24591-46c1eb90,52,mock-24591-46c1eb90-dec-000139,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,968,972,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000139_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000139_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000139_response.txt,run/state/turn_0052.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000140,mock-24591-46c1eb90,52,mock-24591-46c1eb90-dec-000140,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,973,977,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000140_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000140_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000140_response.txt,run/state/turn_0052.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000141,mock-24591-46c1eb90,52,mock-24591-46c1eb90-dec-000141,OpenAI GPT 5.4 mini,TRADE_RESPONSE_DECISION,reject_trade,978,982,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000141_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000141_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000141_response.txt,run/state/turn_0052.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000142,mock-24591-46c1eb90,52,mock-24591-46c1eb90-dec-000142,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,end_turn,983,986,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000142_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000142_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000142_response.txt,run/state/turn_0052.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000143,mock-24591-46c1eb90,53,mock-24591-46c1eb90-dec-000143,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,991,994,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000143_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000143_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000143_response.txt,run/state/turn_0053.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000144,mock-24591-46c1eb90,54,mock-24591-46c1eb90-dec-000144,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,end_turn,1002,1005,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000144_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000144_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000144_response.txt,run/state/turn_0054.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000145,mock-24591-46c1eb90,55,mock-24591-46c1eb90-dec-000145,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1013,1016,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000145_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000145_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000145_response.txt,run/state/turn_0055.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000146,mock-24591-46c1eb90,56,mock-24591-46c1eb90-dec-000146,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,build_houses_or_hotel,1023,1028,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000146_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000146_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000146_response.txt,run/state/turn_0056.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000147,mock-24591-46c1eb90,56,mock-24591-46c1eb90-dec-000147,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,end_turn,1029,1032,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000147_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000147_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000147_response.txt,run/state/turn_0056.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000148,mock-24591-46c1eb90,57,mock-24591-46c1eb90-dec-000148,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,1038,1042,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000148_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000148_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000148_response.txt,run/state/turn_0057.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000149,mock-24591-46c1eb90,57,mock-24591-46c1eb90-dec-000149,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1043,1047,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000149_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000149_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000149_response.txt,run/state/turn_0057.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000150,mock-24591-46c1eb90,57,mock-24591-46c1eb90-dec-000150,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,1048,1052,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000150_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000150_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000150_response.txt,run/state/turn_0057.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000151,mock-24591-46c1eb90,57,mock-24591-46c1eb90-dec-000151,Claude Haiku 4.5,TRADE_RESPONSE_DECISION,reject_trade,1053,1057,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000151_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000151_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000151_response.txt,run/state/turn_0057.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000152,mock-24591-46c1eb90,57,mock-24591-46c1eb90-dec-000152,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,1058,1062,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000152_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000152_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000152_response.txt,run/state/turn_0057.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000153,mock-24591-46c1eb90,57,mock-24591-46c1eb90-dec-000153,OpenAI GPT 5.4 mini,TRADE_RESPONSE_DECISION,reject_trade,1063,1067,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000153_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000153_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000153_response.txt,run/state/turn_0057.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000154,mock-24591-46c1eb90,57,mock-24591-46c1eb90-dec-000154,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,1068,1072,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000154_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000154_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000154_response.txt,run/state/turn_0057.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000155,mock-24591-46c1eb90,57,mock-24591-46c1eb90-dec-000155,Claude Haiku 4.5,TRADE_RESPONSE_DECISION,reject_trade,1073,1077,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000155_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000155_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000155_response.txt,run/state/turn_0057.json,analysis/review/chronological_turn_review.md,resolved
