evidence_id,artifact_type,provenance,source_path,run_relative_source_path,locator_type,locator,source_locator,source_object_id,source_sequence,source_turn,source_attempt,description,referenced_outputs_json,referenced_sections_json,referenced_outputs_sections,resolution_status
E-EVT-000165,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000165,mock-83265-81ed4937-evt-000165,mock-83265-81ed4937-evt-000165,165,13,,LLM_DECISION_RESPONSE event at sequence 165,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000166,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000166,mock-83265-81ed4937-evt-000166,mock-83265-81ed4937-evt-000166,166,13,,LLM_PUBLIC_MESSAGE event at sequence 166,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000167,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000167,mock-83265-81ed4937-evt-000167,mock-83265-81ed4937-evt-000167,167,13,,LLM_PRIVATE_THOUGHT event at sequence 167,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000168,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000168,mock-83265-81ed4937-evt-000168,mock-83265-81ed4937-evt-000168,168,13,,PROPERTY_PURCHASED event at sequence 168,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000169,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000169,mock-83265-81ed4937-evt-000169,mock-83265-81ed4937-evt-000169,169,13,,CASH_CHANGED event at sequence 169,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000170,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000170,mock-83265-81ed4937-evt-000170,mock-83265-81ed4937-evt-000170,170,13,,LLM_DECISION_REQUESTED event at sequence 170,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000171,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000171,mock-83265-81ed4937-evt-000171,mock-83265-81ed4937-evt-000171,171,13,,LLM_DECISION_RESPONSE event at sequence 171,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000172,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000172,mock-83265-81ed4937-evt-000172,mock-83265-81ed4937-evt-000172,172,13,,LLM_PUBLIC_MESSAGE event at sequence 172,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000173,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000173,mock-83265-81ed4937-evt-000173,mock-83265-81ed4937-evt-000173,173,13,,LLM_PRIVATE_THOUGHT event at sequence 173,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000174,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000174,mock-83265-81ed4937-evt-000174,mock-83265-81ed4937-evt-000174,174,13,,TURN_ENDED event at sequence 174,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000175,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000175,mock-83265-81ed4937-evt-000175,mock-83265-81ed4937-evt-000175,175,14,,TURN_STARTED event at sequence 175,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000176,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000176,mock-83265-81ed4937-evt-000176,mock-83265-81ed4937-evt-000176,176,14,,DICE_ROLLED event at sequence 176,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000177,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000177,mock-83265-81ed4937-evt-000177,mock-83265-81ed4937-evt-000177,177,14,,PLAYER_MOVED event at sequence 177,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000178,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000178,mock-83265-81ed4937-evt-000178,mock-83265-81ed4937-evt-000178,178,14,,LLM_DECISION_REQUESTED event at sequence 178,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000179,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000179,mock-83265-81ed4937-evt-000179,mock-83265-81ed4937-evt-000179,179,14,,LLM_DECISION_RESPONSE event at sequence 179,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000180,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000180,mock-83265-81ed4937-evt-000180,mock-83265-81ed4937-evt-000180,180,14,,LLM_PUBLIC_MESSAGE event at sequence 180,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000181,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000181,mock-83265-81ed4937-evt-000181,mock-83265-81ed4937-evt-000181,181,14,,LLM_PRIVATE_THOUGHT event at sequence 181,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000182,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000182,mock-83265-81ed4937-evt-000182,mock-83265-81ed4937-evt-000182,182,14,,PROPERTY_PURCHASED event at sequence 182,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000183,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000183,mock-83265-81ed4937-evt-000183,mock-83265-81ed4937-evt-000183,183,14,,CASH_CHANGED event at sequence 183,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000184,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000184,mock-83265-81ed4937-evt-000184,mock-83265-81ed4937-evt-000184,184,14,,LLM_DECISION_REQUESTED event at sequence 184,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000185,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000185,mock-83265-81ed4937-evt-000185,mock-83265-81ed4937-evt-000185,185,14,,LLM_DECISION_RESPONSE event at sequence 185,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000186,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000186,mock-83265-81ed4937-evt-000186,mock-83265-81ed4937-evt-000186,186,14,,LLM_PUBLIC_MESSAGE event at sequence 186,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000187,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000187,mock-83265-81ed4937-evt-000187,mock-83265-81ed4937-evt-000187,187,14,,LLM_PRIVATE_THOUGHT event at sequence 187,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000188,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000188,mock-83265-81ed4937-evt-000188,mock-83265-81ed4937-evt-000188,188,14,,TURN_ENDED event at sequence 188,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-012-014""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000189,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000189,mock-83265-81ed4937-evt-000189,mock-83265-81ed4937-evt-000189,189,15,,TURN_STARTED event at sequence 189,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000190,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000190,mock-83265-81ed4937-evt-000190,mock-83265-81ed4937-evt-000190,190,15,,DICE_ROLLED event at sequence 190,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000191,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000191,mock-83265-81ed4937-evt-000191,mock-83265-81ed4937-evt-000191,191,15,,PLAYER_MOVED event at sequence 191,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000192,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000192,mock-83265-81ed4937-evt-000192,mock-83265-81ed4937-evt-000192,192,15,,CASH_CHANGED event at sequence 192,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000193,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000193,mock-83265-81ed4937-evt-000193,mock-83265-81ed4937-evt-000193,193,15,,LLM_DECISION_REQUESTED event at sequence 193,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000194,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000194,mock-83265-81ed4937-evt-000194,mock-83265-81ed4937-evt-000194,194,15,,LLM_DECISION_RESPONSE event at sequence 194,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000195,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000195,mock-83265-81ed4937-evt-000195,mock-83265-81ed4937-evt-000195,195,15,,LLM_PUBLIC_MESSAGE event at sequence 195,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000196,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000196,mock-83265-81ed4937-evt-000196,mock-83265-81ed4937-evt-000196,196,15,,LLM_PRIVATE_THOUGHT event at sequence 196,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000197,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000197,mock-83265-81ed4937-evt-000197,mock-83265-81ed4937-evt-000197,197,15,,TURN_ENDED event at sequence 197,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000198,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000198,mock-83265-81ed4937-evt-000198,mock-83265-81ed4937-evt-000198,198,16,,TURN_STARTED event at sequence 198,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000199,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000199,mock-83265-81ed4937-evt-000199,mock-83265-81ed4937-evt-000199,199,16,,DICE_ROLLED event at sequence 199,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000200,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000200,mock-83265-81ed4937-evt-000200,mock-83265-81ed4937-evt-000200,200,16,,PLAYER_MOVED event at sequence 200,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000201,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000201,mock-83265-81ed4937-evt-000201,mock-83265-81ed4937-evt-000201,201,16,,LLM_DECISION_REQUESTED event at sequence 201,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000202,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000202,mock-83265-81ed4937-evt-000202,mock-83265-81ed4937-evt-000202,202,16,,LLM_DECISION_RESPONSE event at sequence 202,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000203,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000203,mock-83265-81ed4937-evt-000203,mock-83265-81ed4937-evt-000203,203,16,,LLM_PUBLIC_MESSAGE event at sequence 203,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000204,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000204,mock-83265-81ed4937-evt-000204,mock-83265-81ed4937-evt-000204,204,16,,LLM_PRIVATE_THOUGHT event at sequence 204,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000205,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000205,mock-83265-81ed4937-evt-000205,mock-83265-81ed4937-evt-000205,205,16,,PROPERTY_PURCHASED event at sequence 205,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000206,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000206,mock-83265-81ed4937-evt-000206,mock-83265-81ed4937-evt-000206,206,16,,CASH_CHANGED event at sequence 206,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000207,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000207,mock-83265-81ed4937-evt-000207,mock-83265-81ed4937-evt-000207,207,16,,LLM_DECISION_REQUESTED event at sequence 207,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000208,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000208,mock-83265-81ed4937-evt-000208,mock-83265-81ed4937-evt-000208,208,16,,LLM_DECISION_RESPONSE event at sequence 208,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000209,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000209,mock-83265-81ed4937-evt-000209,mock-83265-81ed4937-evt-000209,209,16,,LLM_PUBLIC_MESSAGE event at sequence 209,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000210,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000210,mock-83265-81ed4937-evt-000210,mock-83265-81ed4937-evt-000210,210,16,,LLM_PRIVATE_THOUGHT event at sequence 210,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000211,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000211,mock-83265-81ed4937-evt-000211,mock-83265-81ed4937-evt-000211,211,16,,TURN_ENDED event at sequence 211,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000212,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000212,mock-83265-81ed4937-evt-000212,mock-83265-81ed4937-evt-000212,212,17,,TURN_STARTED event at sequence 212,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000213,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000213,mock-83265-81ed4937-evt-000213,mock-83265-81ed4937-evt-000213,213,17,,DICE_ROLLED event at sequence 213,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000214,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000214,mock-83265-81ed4937-evt-000214,mock-83265-81ed4937-evt-000214,214,17,,PLAYER_MOVED event at sequence 214,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000215,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000215,mock-83265-81ed4937-evt-000215,mock-83265-81ed4937-evt-000215,215,17,,CARD_DRAWN event at sequence 215,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000216,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000216,mock-83265-81ed4937-evt-000216,mock-83265-81ed4937-evt-000216,216,17,,CASH_CHANGED event at sequence 216,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000217,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000217,mock-83265-81ed4937-evt-000217,mock-83265-81ed4937-evt-000217,217,17,,LLM_DECISION_REQUESTED event at sequence 217,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000218,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000218,mock-83265-81ed4937-evt-000218,mock-83265-81ed4937-evt-000218,218,17,,LLM_DECISION_RESPONSE event at sequence 218,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000219,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000219,mock-83265-81ed4937-evt-000219,mock-83265-81ed4937-evt-000219,219,17,,LLM_PUBLIC_MESSAGE event at sequence 219,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000220,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000220,mock-83265-81ed4937-evt-000220,mock-83265-81ed4937-evt-000220,220,17,,LLM_PRIVATE_THOUGHT event at sequence 220,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000221,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000221,mock-83265-81ed4937-evt-000221,mock-83265-81ed4937-evt-000221,221,17,,TURN_ENDED event at sequence 221,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-015-017""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000222,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000222,mock-83265-81ed4937-evt-000222,mock-83265-81ed4937-evt-000222,222,18,,TURN_STARTED event at sequence 222,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000223,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000223,mock-83265-81ed4937-evt-000223,mock-83265-81ed4937-evt-000223,223,18,,DICE_ROLLED event at sequence 223,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000224,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000224,mock-83265-81ed4937-evt-000224,mock-83265-81ed4937-evt-000224,224,18,,PLAYER_MOVED event at sequence 224,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000225,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000225,mock-83265-81ed4937-evt-000225,mock-83265-81ed4937-evt-000225,225,18,,LLM_DECISION_REQUESTED event at sequence 225,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000226,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000226,mock-83265-81ed4937-evt-000226,mock-83265-81ed4937-evt-000226,226,18,,LLM_DECISION_RESPONSE event at sequence 226,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000227,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000227,mock-83265-81ed4937-evt-000227,mock-83265-81ed4937-evt-000227,227,18,,LLM_PUBLIC_MESSAGE event at sequence 227,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000228,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000228,mock-83265-81ed4937-evt-000228,mock-83265-81ed4937-evt-000228,228,18,,LLM_PRIVATE_THOUGHT event at sequence 228,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000229,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000229,mock-83265-81ed4937-evt-000229,mock-83265-81ed4937-evt-000229,229,18,,PROPERTY_PURCHASED event at sequence 229,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000230,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000230,mock-83265-81ed4937-evt-000230,mock-83265-81ed4937-evt-000230,230,18,,CASH_CHANGED event at sequence 230,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-000231,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-000231,mock-83265-81ed4937-evt-000231,mock-83265-81ed4937-evt-000231,231,18,,LLM_DECISION_REQUESTED event at sequence 231,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-018-020""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
